aclnn_api,mindspore,pyboost,kbk,kernel_mod_src,pyboost_src,kernel_mod_gen,pyboost_gen,evidence,via_ops,via_kernel_mod_src,via_pyboost_src,via_kernel_mod_gen,via_pyboost_gen,custom_dispatch_ops,custom_dispatch_names,direct_match,suspected_fusion,cpp_funcs,kernel_mod_files,pyboost_files,remarks
aclnnForeachMulScalarV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachNeg,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachNonFiniteCheckAndUnscale,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachNorm,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachPowList,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachPowScalar,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachPowScalarAndTensor,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachPowScalarList,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachPowScalarV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachReciprocal,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachRoundOffNumber,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachRoundOffNumberV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachSigmoid,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachSign,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachSin,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachSinh,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachSqrt,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachSubList,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachSubListV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachSubScalar,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachSubScalarList,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachSubScalarV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachTan,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachTanh,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachZeroInplace,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFrac,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Frac,,,Frac,Frac,,,Frac,False,,,,
aclnnFusedCrossEntropyLossWithMaxSum,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFusedInferAttentionScore,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFusedInferAttentionScoreV2,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,FusedInferAttentionScore,FusedInferAttentionScore,,,,,,,True,FusedInferAttentionScoreAscend,kernel_mod_impl/customize/fused_infer_attention_score_aclnn_kernel.cc;kernel_mod_impl/customize/fused_infer_attention_score_aclnn_kernel.h,,
aclnnFusedInferAttentionScoreV3,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFusedInferAttentionScoreV4,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFusedLinearCrossEntropyLossGrad,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFusedLinearOnlineMaxSum,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGather,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,GatherD,,,GatherD,GatherD,,,,True,,,,
aclnnGatherNd,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,GatherNdExt,GatherNdExt,,,,,,,True,GatherNdExtAscend,kernel_mod_impl/customize/gather_nd_ext_aclnn_kernel.cc;kernel_mod_impl/customize/gather_nd_ext_aclnn_kernel.h,,
aclnnGatherPaKvCache,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGatherV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGatherV3,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGcd,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Gcd,,,Gcd,Gcd,,,Gcd,False,,,,
aclnnGeGlu,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGeGluBackward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGeGluV3,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGeGluV3Backward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGeScalar,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,GreaterEqualScalar,,,GreaterEqualScalar,GreaterEqualScalar,,,,True,,,,
aclnnGeTensor,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,GreaterEqual,,,GreaterEqual,GreaterEqual,,,,True,,,,
aclnnGelu,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,GeLU,,,GeLU,GeLU,,,GeLU,False,,,,
aclnnGeluBackward,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,GeLUGrad,GeLUGrad,,,,GeLUGrad,GeLUGradAscend,,True,GeLUGradAscend,kernel_mod_impl/customize/gelu_grad_aclnn_kernel.cc;kernel_mod_impl/customize/gelu_grad_aclnn_kernel.h,,has_custom_dispatch
aclnnGeluBackwardV2,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,GeluGradExt,GeluGradExt,,,,,,,True,GeluGradExtAscend,kernel_mod_impl/customize/gelu_grad_ext_aclnn_kernel.cc;kernel_mod_impl/customize/gelu_grad_ext_aclnn_kernel.h,,
aclnnGeluMul,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGeluV2,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,GeluExt,,,GeluExt,GeluExt,,,,True,,,,
aclnnGemm,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGemmaRmsNorm,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGer,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGlobalAveragePool,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGlobalMaxPool,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGlu,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,GLU,,,GLU,GLU,,,GLU,False,,,,
aclnnGluBackward,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,GluGrad,,,GluGrad,GluGrad,,,,True,,,,
aclnnGridSampler2D,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,GridSampler2D,,,GridSampler2D,GridSampler2D,,,GridSampler2D,False,,,,
aclnnGridSampler2DBackward,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,GridSampler2DGrad,GridSampler2DGrad,,,,,,,True,GridSampler2DGradAscend,kernel_mod_impl/customize/grid_sampler_2d_grad_aclnn_kernel.cc;kernel_mod_impl/customize/grid_sampler_2d_grad_aclnn_kernel.h,,
aclnnGridSampler3D,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,GridSampler3D,,,GridSampler3D,GridSampler3D,,,GridSampler3D,False,,,,
aclnnGridSampler3DBackward,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,GridSampler3DGrad,GridSampler3DGrad,,,,,,,True,GridSampler3DGradAscend,kernel_mod_impl/customize/grid_sampler_3d_grad_aclnn_kernel.cc;kernel_mod_impl/customize/grid_sampler_3d_grad_aclnn_kernel.h,,
aclnnGroupNorm,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,GroupNorm,GroupNorm,,,,GroupNorm,GroupNormAscend,GroupNorm,False,GroupNormAscend,kernel_mod_impl/customize/group_norm_aclnn_kernel.cc;kernel_mod_impl/customize/group_norm_aclnn_kernel.h,,has_custom_dispatch
aclnnGroupNormBackward,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,GroupNormGrad,GroupNormGrad,,,,GroupNormGrad,GroupNormGradAscend,,True,GroupNormGradAscend,kernel_mod_impl/customize/group_norm_grad_aclnn_kernel.cc;kernel_mod_impl/customize/group_norm_grad_aclnn_kernel.h,,has_custom_dispatch
aclnnGroupNormSilu,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupNormSiluV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupNormSwish,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupNormSwishGrad,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupQuant,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupedBiasAddGrad,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupedBiasAddGradV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupedMatMulAllReduce,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupedMatMulAlltoAllv,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupedMatmul,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupedMatmulAdd,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupedMatmulFinalizeRouting,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupedMatmulFinalizeRoutingV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupedMatmulFinalizeRoutingV3,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupedMatmulFinalizeRoutingWeightNz,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupedMatmulFinalizeRoutingWeightNzV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupedMatmulSwigluQuant,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupedMatmulSwigluQuantV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupedMatmulSwigluQuantWeightNZ,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupedMatmulV2,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,GroupedMatmulV2,GroupedMatmulV2,,,,,,GroupedMatmulV2,False,GroupedMatmulV2Ascend,kernel_mod_impl/customize/grouped_matmul_v2_aclnn_kernel.cc;kernel_mod_impl/customize/grouped_matmul_v2_aclnn_kernel.h,,
aclnnGroupedMatmulV3,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,GroupedMatmul,GroupedMatmul,,,,,,,True,GroupedMatmulAscend,kernel_mod_impl/customize/grouped_matmul_aclnn_kernel.cc;kernel_mod_impl/customize/grouped_matmul_aclnn_kernel.h,,
aclnnGroupedMatmulV4,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,GroupedMatmulV4,GroupedMatmulV4,,,,,,GroupedMatmulV4,False,GroupedMatmulV4Ascend,kernel_mod_impl/customize/grouped_matmul_v4_aclnn_kernel.cc;kernel_mod_impl/customize/grouped_matmul_v4_aclnn_kernel.h,,
aclnnGroupedMatmulV5,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGroupedMatmulWeightNz,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGtScalar,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnGtTensor,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Greater,,,Greater,Greater,,,,True,,,,
aclnnHardshrink,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,HShrink,HShrink,,,,HShrink,HShrinkAscend,,True,HshrinkAscend,kernel_mod_impl/customize/hshrink_aclnn_kernel.cc;kernel_mod_impl/customize/hshrink_aclnn_kernel.h,,has_custom_dispatch
aclnnHardshrinkBackward,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,HShrinkGrad,HShrinkGrad,,,,HShrinkGrad,HShrinkGradAscend,,True,HshrinkGradAscend,kernel_mod_impl/customize/hshrink_grad_aclnn_kernel.cc;kernel_mod_impl/customize/hshrink_grad_aclnn_kernel.h,,has_custom_dispatch
aclnnHardsigmoid,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,HSigmoid,,,HSigmoid,HSigmoid,,,,True,,,,
aclnnHardsigmoidBackward,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,HSigmoidGrad,,,HSigmoidGrad,HSigmoidGrad,,,,True,,,,
aclnnHardswish,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,HSwish,,,HSwish,HSwish,,,,True,,,,
aclnnHardswishBackward,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,HSwishGrad,,,HSwishGrad,HSwishGrad,,,,True,,,,
aclnnHardswishBackwardV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnHardtanh,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Hardtanh,,,Hardtanh,Hardtanh,,,Hardtanh,False,,,,
aclnnHardtanhBackward,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,HardtanhGrad,,,HardtanhGrad,HardtanhGrad,,,,True,,,,
aclnnHeaviside,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnHistc,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,HistcExt,,,HistcExt,HistcExt,,,,True,,,,
aclnnIm2col,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Col2ImGrad;Im2ColExt,,,Col2ImGrad;Im2ColExt,Col2ImGrad;Im2ColExt,,,,True,,,,shared_by_2_ops
aclnnIm2colBackward,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Col2ImExt,,,Col2ImExt,Col2ImExt,,,,True,,,,
aclnnIncreFlashAttention,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnIncreFlashAttentionV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnIncreFlashAttentionV3,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnIncreFlashAttentionV4,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,IncreFlashAttention,IncreFlashAttention,,,,IncreFlashAttention,IncreFlashAttentionAscend,,True,IncreFlashAttentionAscend,kernel_mod_impl/customize/incre_flash_attention_aclnn_kernel.cc;kernel_mod_impl/customize/incre_flash_attention_aclnn_kernel.h,,has_custom_dispatch
aclnnIndex,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,InnerIndex,InnerIndex,,,,Index;InnerIndex,IndexAscend;InnerIndexAscend,,True,InnerIndexAscend,kernel_mod_impl/customize/inner_index_aclnn_kernel.cc;kernel_mod_impl/customize/inner_index_aclnn_kernel.h,,has_custom_dispatch
aclnnIndexAdd,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,IndexAddExt;InplaceIndexAddExt,IndexAddExt;InplaceIndexAddExt,,,,,,,True,IndexAddExtAscend;InplaceIndexAddExtAscend,kernel_mod_impl/customize/index_add_ext_aclnn_kernel.cc;kernel_mod_impl/customize/index_add_ext_aclnn_kernel.h;kernel_mod_impl/customize/inplace_index_add_aclnn_kernel.cc;kernel_mod_impl/customize/inplace_index_add_aclnn_kernel.h,,shared_by_2_ops
aclnnIndexCopy,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnIndexFill,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnIndexFillTensor,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,IndexFillScalar;IndexFillTensor,IndexFillScalar;IndexFillTensor,,,,IndexFillScalar;IndexFillTensor,IndexFillScalarAscend;IndexFillTensorAscend,IndexFillTensor,False,IndexFillScalarAscend;IndexFillTensorAscend,kernel_mod_impl/customize/index_fill_scalar_aclnn_kernel.cc;kernel_mod_impl/customize/index_fill_scalar_aclnn_kernel.h;kernel_mod_impl/customize/index_fill_tensor_aclnn_kernel.cc;kernel_mod_impl/customize/index_fill_tensor_aclnn_kernel.h,,shared_by_2_ops;has_custom_dispatch
aclnnIndexPutImpl,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,InnerInplaceIndexPut,InnerInplaceIndexPut,,,,InnerInplaceIndexPut;InplaceIndexPut,InnerInplaceIndexPutAscend;InplaceIndexPutAscend,,True,InnerInplaceIndexPutAscend,kernel_mod_impl/customize/inner_inplace_index_put_aclnn_kernel.cc;kernel_mod_impl/customize/inner_inplace_index_put_aclnn_kernel.h,,has_custom_dispatch
aclnnIndexSelect,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,IndexSelect,,,IndexSelect,IndexSelect,,,IndexSelect,False,,,,
aclnnInit,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceAcos,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceAcosh,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceAdd,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,InplaceAddExt,InplaceAddExt,,,,,,,True,InplaceAddExtAclnnKernelMod,kernel_mod_impl/customize/inplace_add_ext_aclnn_kernel.cc;kernel_mod_impl/customize/inplace_add_ext_common.h,,
aclnnInplaceAddRelu,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceAddRmsNorm,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceAddbmm,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceAddcdiv,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceAddcmul,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceAddmm,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,InplaceAddmm,InplaceAddmm,,,,InplaceAddmm,InplaceAddmmAscend,InplaceAddmm,False,InplaceAddmmAclnnKernelMod,kernel_mod_impl/customize/inplace_addmm_aclnn_kernel.cc;kernel_mod_impl/customize/inplace_addmm_aclnn_kernel.h,,has_custom_dispatch
aclnnInplaceAddr,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceAdds,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,InplaceAddsExt,InplaceAddsExt,,,,,,,True,InplaceAddsExtAclnnKernelMod,kernel_mod_impl/customize/inplace_add_ext_common.h;kernel_mod_impl/customize/inplace_adds_ext_aclnn_kernel.cc,,
aclnnInplaceAsin,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceAsinh,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceAtan,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceAtan2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceAtanh,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceAttentionWorkerScheduler,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceBaddbmm,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceBernoulli,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,InplaceBernoulliScalar,InplaceBernoulliScalar,,,,,,,True,InplaceBernoulliScalarAclnnKernelMod,kernel_mod_impl/customize/inplace_bernoulli_scalar_aclnn_kernel.cc;kernel_mod_impl/customize/inplace_bernoulli_scalar_aclnn_kernel.h,,
aclnnInplaceBernoulliTensor,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,BernoulliExt;InplaceBernoulliTensor,BernoulliExt;InplaceBernoulliTensor,,,,InplaceBernoulliTensor,InplaceBernoulliTensorAscend,InplaceBernoulliTensor,False,BernoulliExtAscend;InplaceBernoulliTensorAclnnKernelMod,kernel_mod_impl/customize/bernoulli_ext_aclnn_kernel.h;kernel_mod_impl/customize/bernoulli_ext_alcnn_kernel.cc;kernel_mod_impl/customize/inplace_bernoulli_tensor_aclnn_kernel.cc;kernel_mod_impl/customize/inplace_bernoulli_tensor_aclnn_kernel.h,,shared_by_2_ops;has_custom_dispatch
aclnnInplaceBitwiseAndScalar,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceBitwiseAndTensor,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceBitwiseOrScalar,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceBitwiseOrTensor,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceBitwiseXorScalar,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceBitwiseXorTensor,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceCeil,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceCelu,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceClampMax,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceClampMaxTensor,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceClampMinTensor,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceCopy,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,Clone;Contiguous;IndexAddExt;InplaceCopy;MaskedFill;MaskedFillScalar;MaskedScatter;SilentCheckV2;SilentCheckV3;TensorScatterAdd;TypeAs,Clone;Contiguous;IndexAddExt;InplaceCopy;MaskedFill;MaskedFillScalar;MaskedScatter;SilentCheckV2;SilentCheckV3;TensorScatterAdd;TypeAs,,,,InplaceCopy,InplaceCopyAscend,InplaceCopy,False,CloneAscend;ContiguousAscend;IndexAddExtAscend;InplaceCopyAclnnKernelMod;MaskedFillAscend;MaskedFillScalarAscend;MaskedScatterAscend;SilentCheckV2Ascend;SilentCheckV3Ascend;TensorScatterAddAscend;...(+1),kernel_mod_impl/customize/clone_aclnn_kernel.cc;kernel_mod_impl/customize/clone_aclnn_kernel.h;kernel_mod_impl/customize/contiguous_aclnn_kernel.cc;kernel_mod_impl/customize/contiguous_aclnn_kernel.h;kernel_mod_impl/customize/index_add_ext_aclnn_kernel.cc;kernel_mod_impl/customize/index_add_ext_aclnn_kernel.h;...(+16),,shared_by_11_ops;has_custom_dispatch
aclnnInplaceCos,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceCosh,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceCumprod,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceDiv,✅,✅,✅,✖️,✖️,✖️,✖️,custom_dispatch,,,,,,InplaceDiv,InplaceDivAscend,,False,,,,has_custom_dispatch
aclnnInplaceDivMod,✅,✅,✅,✖️,✖️,✖️,✖️,custom_dispatch,,,,,,InplaceDivMod,InplaceDivModAscend,,False,,,,has_custom_dispatch
aclnnInplaceDivMods,✅,✅,✅,✖️,✖️,✖️,✖️,custom_dispatch,,,,,,InplaceDivMods,InplaceDivModsAscend,,False,,,,has_custom_dispatch
aclnnInplaceDivs,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,InplaceDivs,InplaceDivs,,,,InplaceDivs,InplaceDivsAscend,InplaceDivs,False,InplaceDivsAscend,kernel_mod_impl/customize/inplace_divs_aclnn_kernel.cc;kernel_mod_impl/customize/inplace_divs_aclnn_kernel.h,,has_custom_dispatch
aclnnInplaceElu,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,InplaceElu,InplaceElu,,,,InplaceElu,InplaceEluAscend,InplaceElu,False,InplaceEluAclnnKernelMod,kernel_mod_impl/customize/inplace_elu_aclnn_kernel.cc;kernel_mod_impl/customize/inplace_elu_aclnn_kernel.h,,has_custom_dispatch
aclnnInplaceEqScalar,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceEqTensor,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceErf,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceErfc,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
